,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,maxAge,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,toCurrency
1,,,,,,,,27,none,1828780000,,27,14.12,,,,1,27,,,27,,,,,INR,1,,,,BSE,VISA STEEL LTD.,VISA Steel Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,VISASTEEL.BO,,,,d21a1dcb-4905-31de-926e-6ec661fc807c,in_market,14.27,14.75,6.2488236,,,,14.75,,1918,,14.27,7.092647,,14.75,,1918,,,,,,,,,14,2,INR,1736,,,,1634954752,,,9466,,14,14.2,,0,1736,14.75,,,,2.47,14,False,,0,14.75,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,1130360000,,,25.55,,,,,,,,,,,,,INR,1,,,,BSE,NITCO LTD.,NITCO Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,NITCO.BO,,,,25e957ec-2d65-3c24-bff1-e931264d7952,in_market,24.5,24.8,20.752207,,,,26.25,,4497,,24.5,24.844118,,24.8,,4497,,,,,,,,,24.1,2,INR,27954,,,,1835997440,,,18178,,24.1,25.55,,0,27954,29.65,,,,10.8,0,False,,0,26.25,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,MPDL LIMITED,,Asia/Kolkata,IST,False,19800000,,EQUITY,MPDL.BO,,,,,in_market,11.6,11.05,,,,,11.6,,,,11.6,,,11.05,,,,,,,,,,,11.02,2,INR,575,,,,,,,,,11.02,11.6,,,575,11.6,,,,11.02,11.03,False,,,11.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,1030,none,9998800000,,1226.5,2777.85,,,,8,1195.5,,,1325,,,,,INR,1,,,,BSE,SOLAR INDUSTRIES INDIA LTD.,Solar Industries India Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SOLARINDS.BO,,,,99e6c2ff-1296-39bc-8659-7eec08bc2955,in_market,2799.45,2810.5,1074.8143,0.0021432783,,,2841.6,,915,,2799.45,1171.1765,6,2810.5,,915,,,,,,,,,2748.8,2,INR,2941,,,,251361542144,,,14051,,2748.8,2790,,0,2941,2841.6,74.854485,,,772.05,2753.4,False,,0,2841.6,2777.85,,105.45328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,89,none,1584417000,,89,69.35,,,,1,89,,,89,,,,,INR,1,,,,BSE,GALLANTT METAL LTD.,Gallantt Metal Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,GALLANTT.BO,,,,b244162f-6e52-3d37-9b3c-1f6476217f13,in_market,70.45,70.55,35.26544,0.003548616,,,70.55,,14273,,70.45,42.04265,0.25,70.55,,14273,,,,,,,,,69.05,2,INR,5947,,,,5639701504,,,12527,,69.05,69.95,,0,5947,70.55,,,,18.1,69,False,,0,70.55,69.35,,42.260815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,924228038,,,31.85,,,,,,,,,,,,,INR,1,,,,BSE,MALU PAPER MILLS LTD.,Malu Paper Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,MALUPAPER.BO,,,,3430a68a-314f-39d7-ab0b-98e5df5e7a59,in_market,32,31.9,27.315073,,,,31.9,,9111,,32,28.738235,,31.9,,9111,,,,,,,,,31.75,2,INR,191,,,,543335552,,,7877,,31.75,31.9,,0,191,37.9,,,,19.1,29,False,,0,31.9,31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,4220509000,,,164.05,,,,,,,,,,,,,INR,1,,,,BSE,UTTAM SUGAR MILLS LTD.,Uttam Sugar Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,UTTAMSUGAR.BO,,,,b82819ed-488e-3f19-a017-a88b77c9347d,in_market,162.8,163,89.05551,,,,168,,5740,,162.8,100.87273,,163,,5740,,,,,,,,,162.5,2,INR,4002,,,,6256555520,,,13599,,162.5,165,,0,4002,168,,,,39.3,163.4,False,,0,168,164.05,,9.604801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,253677990,,,14.75,,,,,,,,,,,,,INR,1,,,,BSE,STL GLOBAL LTD.,STL Global Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SGL.BO,,,,77a52885-5e37-3fba-b54e-f48f87aebadf,in_market,15.5,15.45,8.347868,,,,15.45,,5296,,15.5,9.313529,,15.45,,5296,,,,,,,,,14.75,2,INR,14411,,,,404927328,,,11950,,14.75,15,,0,14411,15.45,,,,5.55,14.75,False,,0,15.45,14.75,,1.7393869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,1897112000,,,18.2,,,,,,,,,,,,,INR,1,,,,BSE,ROHIT FERRO-TECH LTD.,Rohit Ferro-Tech Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,ROHITFERRO.BO,,,,4f068167-8c46-393b-aff3-94fab89edd3e,in_market,18.05,18.95,1.3664706,,,,18.95,,0,,18.05,2.4797058,,18.95,,0,,,,,,,,,17.15,2,INR,120091,,,,2070723328,,,14792,,17.15,18.4,,0,120091,18.95,,,,0.37,18.15,False,,0,18.95,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,1140,none,2648728000,,1420.5,1284,,,,4,1421.25,,,1704,,,,,INR,1,,,,BSE,KEWAL KIRAN CLOTHING LTD.,Kewal Kiran Clothing Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,KKCL.BO,,,,68b11a0e-63fb-3f01-ba59-fdc29ee2529d,in_market,1200.65,1200,788.26434,0.02665223,,,1349,,197,,1200.65,882.5,32,1200,,197,,,,,,,,,1200,2,INR,29347,,,,15825300480,,,251,,1200,0,,0,29347,1349,18.280182,,,572.2,1284,False,,0,1349,1284,,31.602264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,589,none,25962900000,,835,528.5,,,,23,858.48,,,1402,,,,,INR,1,,,,BSE,SUN TV NETWORK LTD.,Sun TV Network Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SUNTV.BO,,,,7f8c5e05-0e1f-34d3-9937-fd19735f203a,in_market,533.05,538.25,463.9592,0.042209923,,,539.1,,237017,,533.05,510.4,22.5,538.25,,237017,,,,,,,,,526.75,2,INR,38413,,,,208273915904,,,216659,,526.75,528.55,,0,38413,570.7,12.91229,,,259.8,527.05,False,,0,539.1,528.5,,16.582993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,50,none,14509446000,,50,262.1,,,,1,50,,,50,,,,,INR,1,,,,BSE,GODAWARI POWER & ISPAT LTD.,Godawari Power & Ispat Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,GPIL.BO,,,,9ac66ca5-67dc-32f1-9b6d-4b6450b2c366,in_market,263.05,260.5,383.56067,0.0038015589,,,267.1,,22864,,263.05,506.42795,1,260.5,,22864,,,,,,,,,260,2,INR,21246,,,,9235407872,,,22893,,260,262.45,,0,21246,559,,,,81,261.6,False,,0,267.1,262.1,,5.8138504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,85,none,2567990000,,85,318.15,,,,1,85,,,85,,,,,INR,1,,,,BSE,R SYSTEMS INTERNATIONAL LTD.,R Systems International Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RSYSTEMINT.BO,,,,d6c44965-96ee-39db-90f8-590c4ec0f5d3,in_market,318.4,318.2,114.115074,0,,,329,,2059,,318.4,118.257355,0,318.2,,2059,,,,,,,,,316.3,2,INR,31694,,,,38062194688,,,4960,,316.3,319.95,,0,31694,329,,,,61.2,319.1,False,,0,329,318.15,,63.515675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,1072646000,,,103.15,,,,,,,,,,,,,INR,1,,,,BSE,EMKAY GLOBAL FINANCIAL SERVICE,Emkay Global Financial Services Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,EMKAY.BO,,,,d370a5e3-c0e0-35d7-9151-69d62c2b4fb9,in_market,100.3,106,62.95368,0.009970089,,,106,,5051,,100.3,73.07794,1,106,,5051,,,,,,,,,102.2,2,INR,2209,,,,2539449856,,,6986,,102.2,103.7,,0,2209,106,,,,24,102.35,False,,0,106,103.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,-831900000,,,14.94,,,,,,,,,,,,,INR,1,,,,BSE,TANTIA CONSTRUCTIONS LTD.,Tantia Constructions Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,TANTIACONS.BO,,,,5bfe0ff2-6932-3775-91e9-618afe613c6a,in_market,14.23,14.94,1.4563503,,,,14.94,,1722,,14.23,2.0864706,,14.94,,1722,,,,,,,,,14.94,2,INR,22325,,,,429406976,,,2303,,14.94,0,,0,22325,14.94,,,,0.9,13.56,False,,0,14.94,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,511142000,,,49.85,,,,,,,,,,,,,INR,1,,,,BSE,LOKESH MACHINES LTD.,Lokesh Machines Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,LOKESHMACH.BO,,,,4f2affbc-1074-386e-9a2e-6900a8446947,in_market,50.7,51,27.0375,,,,51.65,,4639,,50.7,39.436764,,51,,4639,,,,,,,,,49.25,2,INR,3779,,,,892155456,,,12307,,49.25,51.8,,0,3779,51.65,,,,12.8,49.1,False,,0,51.65,49.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,50,none,2514701000,,50,221.75,,,,1,50,,,50,,,,,INR,1,,,,BSE,Kamdhenu Limited,Kamdhenu Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,KAMDHENU.BO,,,,f2221d3a-8cfc-37bc-b0bb-8075e53a4652,in_market,222.7,222.1,89.63272,0.0022451729,,,224.8,,9767,,222.7,124.35441,0.5,222.1,,9767,,,,,,,,,219.2,2,INR,5328,,,,5972946944,,,17504,,219.2,223.55,,0,5328,224.8,21.740196,,,44.8,221.2,False,,0,224.8,221.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,680,none,881993000,,680,9616.3,,,,1,680,,,680,,,,,INR,1,,,,BSE,PAUSHAK LTD.,Paushak Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PAUSHAKLTD.BO,,,,0f3b6f60-b19e-3781-bc96-0186497169f0,in_market,9511.9,9555,3775.1772,0.0006307888,,,9924,,1079,,9511.9,3832.7651,6,9555,,1079,,,,,,,,,9460.35,2,INR,464,,,,29638494208,,,1828,,9460.35,9680,,0,464,9924,225.20609,,,1301.8,9616.3,False,,0,9924,9616.3,,88.45014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,466028000,,,11.03,,,,,,,,,,,,,INR,1,,,,BSE,GTN TEXTILES LTD.,GTN Textiles Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,GTNTEX.BO,,,,ad238613-040d-35cc-845b-11ccf113c7fc,in_market,10.51,11,5.762993,,,,11.03,,862,,10.51,6.642059,,11,,862,,,,,,,,,11,2,INR,7434,,,,128394712,,,1817,,11,0,,0,7434,11.03,,,,4.8,11.03,False,,0,11.03,11.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,966379000,,,33.3,,,,,,,,,,,,,INR,1,,,,BSE,INDITRADE CAPITAL LIMITED,Inditrade Capital Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,INDICAP.BO,,,,9bae98ef-acac-399e-ba38-c56abc876dcd,in_market,34,33.4,31.072426,,,,34.5,,7768,,34,37.366177,,33.4,,7768,,,,,,,,,32.35,2,INR,17231,,,,777674880,,,20373,,32.35,33.5,,0,17231,43.2,,,,17.4,33.15,False,,0,34.5,33.3,,8.978161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,94,none,27748400000,,94,80.25,,,,1,94,,,94,,,,,INR,1,,,,BSE,PRIME FOCUS LTD.,Prime Focus Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PFOCUS.BO,,,,503f640c-6fea-3111-9369-95092c64d729,in_market,76.45,73.2,41.20956,,,,80.25,,22781,,76.45,48.810295,,73.2,,22781,,,,,,,,,73.2,2,INR,11849,,,,24014731264,,,40536,,73.2,0,,0,11849,80.25,15.735294,,,17.4,80.25,False,,0,80.25,80.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,135,none,8534100000,,159.5,350,,,,8,158.25,,,194,,,,,INR,1,,,,BSE,ALLCARGO LOGISTICS LTD.,Allcargo Logistics Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,ALLCARGO.BO,,,,86f55e2b-50c2-3fca-b030-2746dc22ca82,in_market,339.9,340.55,122.94044,0.008826125,,,358.4,,548632,,339.9,132.84412,3,340.55,,548632,,,,,,,,,338.7,2,INR,45938,,,,85993603072,,,82234,,338.7,350,,0,45938,358.4,33.428844,,,51.5,349.1,False,,0,358.4,350,,41.385834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,607356000,,,2.94,,,,,,,,,,,,,INR,1,,,,BSE,EASUN REYROLLE LTD.,Easun Reyrolle Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,EASUNREYRL.BO,,,,9a5ad072-0399-390d-9e28-9da16e77a9ff,in_market,2.8,2.94,2.7869344,,,,2.94,,2945,,2.8,2.5332353,,2.94,,2945,,,,,,,,,2.69,4,INR,18978,,,,90534656,,,5128,,2.69,0,,0,18978,4,,,,1.57,2.94,False,,0,2.94,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,25,buy,39514400000,,29,42.35,,,,3,28.67,,,32,,,,,INR,1,,,1.8,BSE,GMR INFRASTRUCTURE LTD.,GMR Infrastructure Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,GMRINFRA.BO,,,,0feb42e3-f0d4-38a3-b0f5-4df60efada7d,in_market,41.3,41.35,24.607721,,,,42.8,,2972694,,41.3,26.352942,,41.35,,2972694,,,,,,,,,40.95,2,INR,2289837,,,,255622479872,,,2628023,,40.95,42.75,,0,2289837,42.8,,,,14.1,42.65,False,,0,42.8,42.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,121226000000,,,1592.9,,,,,,,,,,,,,INR,1,,,,BSE,TECH MAHINDRA LTD.,Tech Mahindra Limited,Asia/Kolkata,IST,True,19800000,,EQUITY,TECHM.BO,,,,a6f9b426-64e4-3f39-b6b6-49396e1c92eb,in_market,1629.65,1624.8,856.37573,0.0092044305,,,1637,,188931,,1629.65,993.86914,15,1624.8,,188931,,,,,,,,,1589.4,2,INR,90269,,,,1539695575040,,,161369,,1589.4,1602,,0,90269,1637,,,,470.25,1596,False,,0,1637,1592.9,,34.604187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,280,none,39646000000,,309,242.5,,,,9,314.22,,,350,,,,,INR,1,,,,BSE,MAHINDRA CIE AUTOMOTIVE LIMITE,Mahindra CIE Automotive Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,MAHINDCIE.BO,,,,791d99b7-58af-3945-943e-e45adcb3376f,in_market,247.35,247.35,141.84265,,,,252.25,,14071,,247.35,164.63637,,247.35,,14071,,,,,,,,,241.1,2,INR,26575,,,,91860942848,,,11953,,241.1,244.75,,0,26575,252.25,22.125912,,,59.05,243.25,False,,0,252.25,242.5,,1087.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,1303,none,2023845000,,1435,2181.55,,,,3,1425.33,,,1538,,,,,INR,1,,,,BSE,VOLTAMP TRANSFORMERS LTD.,Voltamp Transformers Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,VOLTAMP.BO,,,,871cb507-bfa1-3376-b5a2-cd6b9e0d5ac9,in_market,2158.25,2178.55,1119.4945,0.011583459,,,2237.8,,1931,,2158.25,1245.6544,25,2178.55,,1931,,,,,,,,,2153.65,2,INR,10281,,,,22070960128,,,1480,,2153.65,2180,,0,10281,2237.8,22.006962,,,710,2171.05,False,,0,2237.8,2181.55,,24.057146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,108,buy,577050000,,108,19.3,,,,1,108,,,108,,,,,INR,1,,,2,BSE,ATLANTA LTD.,Atlanta Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,ATLANTA.BO,,,,0a152c02-a706-3090-8b15-e5cecd692287,in_market,19.3,20,7.9138236,0.015544043,,,20,,7265,,19.3,8.687647,0.3,20,,7265,,,,,,,,,18.55,2,INR,9415,,,,1572949888,,,9345,,18.55,19.45,,0,9415,20,,,,2.62,19.3,False,,0,20,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,DEEP ENERGY RESOURCES LIMITED,,Asia/Kolkata,IST,False,19800000,,EQUITY,DEEPENR.BO,,,,,in_market,39.75,39,,,,,40.55,,,,39.75,,,39,,,,,,,,,,,39,2,INR,9661,,,,,,,,,39,41.1,,,9661,40.55,,,,39,39.25,False,,,40.55,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,36800000,,,49.25,,,,,,,,,,,,,INR,1,,,,BSE,HOV SERVICES LTD.,HOV Services Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,HOVS.BO,,,,67b465ab-d5ae-3f21-8e4d-18ecc34c4fd9,in_market,46.95,46.8,37.03272,,,,49.25,,2122,,46.95,41.080883,,46.8,,2122,,,,,,,,,46.8,2,INR,4076,,,,620008256,,,2846,,46.8,0,,0,4076,52.8,34.683098,,,22.25,49.25,False,,0,49.25,49.25,,107.065216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,135,none,3554953000,,150.5,220.9,,,,2,150.5,,,166,,,,,INR,1,,,,BSE,ACTION CONSTRUCTION EQUIPMENT,Action Construction Equipment Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,ACE.BO,,,,3b3a56a1-4671-3327-adc2-e7d9763c7be8,in_market,218.3,221.75,96.025,0.002290426,,,224.8,,94127,,218.3,142.48824,0.5,221.75,,94127,,,,,,,,,218,2,INR,93513,,,,25068394496,,,84223,,218,222.1,,0,93513,224.8,29.453333,,,31.5,221.1,False,,0,224.8,220.9,,69.29109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,83,none,306965000,,83,145.7,,,,1,83,,,83,,,,,INR,1,,,,BSE,GEECEE VENTURES LIMITED,GeeCee Ventures Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,GEECEE.BO,,,,09750ba7-dda5-3941-b266-fbc660a2c566,in_market,144.4,146.5,76.87868,0.010387812,,,150.15,,717,,144.4,88.16911,1.5,146.5,,717,,,,,,,,,141.85,2,INR,7364,,,,3046834688,,,4876,,141.85,146.2,,0,7364,150.15,,,,40.3,145.7,False,,0,150.15,145.7,,26.996479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,-263206530,,,2.17,,,,,,,,,,,,,INR,1,,,,BSE,RICHA INDUSTRIES LTD.,Richa Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RICHAIND.BO,,,,bd2938ff-a43a-367c-84a8-2e7334dac6d0,in_market,2.07,2.15,0.7429412,,,,2.17,,20030,,2.07,0.6221212,,2.15,,20030,,,,,,,,,1.97,4,INR,6340,,,,50843100,,,8029,,1.97,2.17,,0,6340,2.17,,,,0.31,1.97,False,,0,2.17,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,186,none,7837076000,,209,33.7,,,,3,205.33,,,221,,,,,INR,1,,,,BSE,GAYATRI PROJECTS LTD.,Gayatri Projects Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,GAYAPROJ.BO,,,,3ffe86a4-db1d-35cd-8922-2bee10049693,in_market,33.9,33.95,25.812426,0.058997046,,,35.2,,50002,,33.9,41.45,2,33.95,,50002,,,,,,,,,33.3,2,INR,320272,,,,6308606464,,,162619,,33.3,0,,0,320272,48.6,1.2117944,,,7.75,33.7,False,,0,35.2,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,677,none,5152558000,,856,1206.2,,,,4,919.5,,,1289,,,,,INR,1,,,,BSE,FIEM INDUSTRIES LTD.,Fiem Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,FIEMIND.BO,,,,a2f2cf94-cc80-3afc-a66d-1ce87b8e1baf,in_market,1146.75,1161,552.71106,0.011336385,,,1257.05,,7729,,1146.75,589.28674,13,1161,,7729,,,,,,,,,1161,2,INR,13750,,,,15873349632,,,4317,,1161,1212.95,,0,13750,1257.05,21.292143,,,230.2,1207,False,,0,1257.05,1206.2,,44.748653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,405511000,,,23,,,,,,,,,,,,,INR,1,,,,BSE,JHS SVENDGAARD LABORATORIES LT,JHS Svendgaard Laboratories Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,JHS.BO,,,,5d83a520-9107-3d92-9c97-557e9d3d758c,in_market,23.15,23.15,20.812132,,,,23.2,,36873,,23.15,25.375,,23.15,,36873,,,,,,,,,22.75,2,INR,26145,,,,1492711552,,,33290,,22.75,23.05,,0,26145,33.3,15.231789,,,6.67,22.9,False,,0,23.2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,150,buy,13948676000,,210,83.8,,,,17,213.65,,,255,,,,,INR,1,,,2.2,BSE,DCB BANK LIMITED,DCB Bank Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,DCBBANK.BO,,,,60e0b086-4000-31fc-9323-3630db2293e4,in_market,83.9,85.4,96.97022,0.011918951,,,85.4,,80319,,83.9,116.151474,1,85.4,,80319,,,,,,,,,83.3,2,INR,124544,,,,26017050624,,,192316,,83.3,83.85,,0,124544,173.3,6.121257,,,58.1,83.8,False,,0,85.4,83.8,,7.8310437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,1896339000,,,53.05,,,,,,,,,,,,,INR,1,,,,BSE,GLOBAL VECTRA HELICORP LTD.,Global Vectra Helicorp Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,GLOBALVECT.BO,,,,27df06f7-d7fd-3b82-b83a-e2c90c071080,in_market,53.7,52.7,52.354412,,,,54.25,,3363,,53.7,49.92647,,52.7,,3363,,,,,,,,,52.7,2,INR,372,,,,742699968,,,8049,,52.7,53.9,,0,372,65.3,,,,30.65,53.05,False,,0,54.25,53.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,Inspirisys Solutions Limited,,Asia/Kolkata,IST,False,19800000,,EQUITY,INSPIRISYS.BO,,,,,in_market,51.85,51.85,,,,,54,,,,51.85,,,51.85,,,,,,,,,,,51.4,2,INR,3682,,,,,,,,,51.4,53.6,,0,3682,54,,,,51.4,50.9,False,,0,54,52.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,6,none,5887900000,,6,1.49,,,,1,6,,,6,,,,,INR,1,,,,BSE,GTL INFRASTRUCTURE LTD.,GTL Infrastructure Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,GTLINFRA.BO,,,,bc6d7417-5205-36bd-8bb8-a6bc98656d88,in_market,1.44,1.4,0.7427206,,,,1.5,,9793133,,1.44,0.98294115,,1.4,,9793133,,,,,,,,,1.39,4,INR,18919025,,,,18486429696,,,11287487,,1.39,1.49,,0,18919025,1.5,,,,0.21,1.48,False,,0,1.5,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
